id:INT,customer_id:INT,total:DOUBLE,year:INT,status:STRING
22520,315,853.90,2024,pending
22521,439,946.72,2020,completed
22522,249,63.82,2020,completed
22523,482,369.55,2023,completed
22524,76,776.71,2024,refunded
22525,400,699.71,2023,pending
22526,401,528.52,2023,completed
22527,485,193.13,2021,refunded
22528,101,849.48,2023,pending
22529,256,893.64,2023,completed
22530,171,732.33,2023,completed
22531,469,569.07,2023,cancelled
22532,326,792.21,2022,cancelled
22533,108,969.85,2023,completed
22534,324,788.65,2021,pending
22535,463,599.17,2020,completed
22536,371,103.27,2021,cancelled
22537,240,464.72,2020,cancelled
22538,224,364.95,2021,cancelled
22539,136,162.95,2020,pending
22540,37,575.51,2023,completed
22541,101,722.17,2020,completed
22542,293,969.35,2020,completed
22543,413,706.37,2022,refunded
22544,125,45.92,2020,completed
22545,436,233.32,2020,cancelled
22546,335,595.97,2021,completed
22547,62,412.84,2021,completed
22548,180,885.58,2020,pending
22549,245,822.85,2024,refunded
22550,289,603.27,2023,cancelled
22551,496,712.59,2023,refunded
22552,235,937.44,2020,refunded
22553,214,290.80,2021,completed
22554,395,248.46,2021,completed
22555,345,513.22,2024,completed
22556,412,175.76,2022,pending
22557,150,114.14,2024,completed
22558,487,713.15,2021,refunded
22559,109,206.65,2024,refunded
22560,237,885.54,2022,completed
22561,145,82.89,2024,pending
22562,483,482.98,2020,completed
22563,91,451.54,2020,cancelled
22564,441,28.02,2024,completed
22565,388,446.96,2022,refunded
22566,134,795.69,2020,pending
22567,271,194.78,2024,completed
22568,353,814.58,2023,completed
22569,387,371.96,2023,completed
22570,424,947.46,2022,completed
22571,283,681.03,2020,completed
22572,19,623.92,2023,refunded
22573,102,499.28,2020,completed
22574,177,188.28,2021,pending
22575,104,793.92,2020,completed
22576,178,798.27,2020,completed
22577,330,841.79,2022,pending
22578,179,912.60,2021,completed
22579,11,67.93,2020,completed
22580,100,412.87,2020,cancelled
22581,61,16.42,2023,refunded
22582,292,481.38,2021,cancelled
22583,339,580.37,2021,pending
22584,110,302.25,2023,cancelled
22585,223,827.45,2021,completed
22586,415,376.39,2020,refunded
22587,230,87.22,2024,refunded
22588,151,791.54,2020,completed
22589,88,386.76,2020,completed
22590,368,521.50,2021,cancelled
22591,407,853.53,2022,pending
22592,103,933.81,2023,cancelled
22593,388,82.64,2021,completed
22594,498,138.22,2024,completed
22595,277,329.21,2021,refunded
22596,148,345.53,2023,completed
22597,398,285.18,2023,pending
22598,421,963.73,2021,refunded
22599,23,353.97,2020,cancelled
22600,15,389.21,2024,completed
22601,468,963.22,2022,completed
22602,260,91.12,2022,pending
22603,386,747.61,2020,refunded
22604,183,797.98,2021,cancelled
22605,282,622.94,2020,cancelled
22606,177,218.82,2020,completed
22607,375,519.94,2021,completed
22608,321,514.64,2020,refunded
22609,107,35.93,2024,refunded
22610,275,386.44,2023,completed
22611,350,311.63,2023,refunded
22612,429,98.48,2024,completed
22613,102,318.20,2020,completed
22614,453,210.22,2024,pending
22615,463,446.80,2024,completed
22616,143,414.92,2021,refunded
22617,390,949.76,2021,cancelled
22618,414,107.39,2022,pending
22619,30,547.54,2023,pending
22620,222,611.76,2021,pending
22621,288,719.19,2022,refunded
22622,21,918.86,2020,completed
22623,174,959.68,2024,completed
22624,463,268.87,2024,cancelled
22625,493,994.58,2020,completed
22626,414,207.52,2020,completed
22627,112,512.24,2024,refunded
22628,114,367.47,2024,cancelled
22629,88,921.86,2023,cancelled
22630,94,211.78,2024,completed
22631,58,324.03,2024,refunded
22632,332,374.32,2022,completed
22633,183,393.06,2023,completed
22634,276,995.62,2023,completed
22635,18,873.94,2024,pending
22636,166,942.72,2020,refunded
22637,453,481.56,2021,completed
22638,96,123.77,2022,refunded
22639,302,535.10,2020,cancelled
22640,214,40.93,2021,pending
22641,179,794.99,2023,refunded
22642,369,95.83,2021,cancelled
22643,89,786.96,2024,refunded
22644,200,715.76,2022,refunded
22645,431,685.56,2022,completed
22646,95,802.15,2024,cancelled
22647,462,61.56,2023,completed
22648,139,214.28,2023,completed
22649,386,772.94,2022,completed
22650,253,697.46,2023,cancelled
22651,435,472.19,2021,completed
22652,160,415.33,2024,completed
22653,118,23.52,2024,completed
22654,446,678.50,2022,completed
22655,106,592.45,2023,cancelled
22656,166,132.42,2023,pending
22657,152,37.61,2022,refunded
22658,415,795.29,2022,completed
22659,237,122.69,2020,completed
22660,176,247.79,2020,completed
22661,333,134.58,2022,completed
22662,336,920.57,2024,completed
22663,89,653.42,2023,completed
22664,73,567.25,2022,completed
22665,152,615.95,2023,completed
22666,222,314.43,2021,pending
22667,51,596.45,2021,completed
22668,65,965.86,2024,completed
22669,135,622.78,2020,completed
22670,399,783.25,2020,completed
22671,485,956.96,2022,pending
22672,192,959.05,2022,completed
22673,249,700.80,2024,cancelled
22674,148,908.04,2021,completed
22675,233,890.73,2020,completed
22676,231,295.16,2020,completed
22677,423,951.35,2023,cancelled
22678,483,722.85,2024,pending
22679,31,111.27,2024,cancelled
22680,471,926.67,2023,pending
22681,252,983.13,2024,pending
22682,245,669.96,2024,completed
22683,344,370.29,2023,pending
22684,465,530.19,2022,pending
22685,232,183.85,2021,pending
22686,254,479.30,2022,completed
22687,100,358.63,2024,pending
22688,227,431.91,2021,refunded
22689,459,464.67,2020,pending
22690,161,670.88,2021,completed
22691,311,27.36,2021,completed
22692,441,104.67,2024,completed
22693,143,373.32,2020,completed
22694,432,142.55,2021,completed
22695,269,257.87,2023,refunded
22696,114,380.97,2024,completed
22697,167,328.38,2021,cancelled
22698,70,785.05,2022,cancelled
22699,329,258.89,2024,refunded
22700,12,813.10,2023,pending
22701,321,737.47,2022,completed
22702,75,19.46,2022,cancelled
22703,327,857.61,2022,completed
22704,163,132.15,2023,refunded
22705,305,181.85,2020,refunded
22706,339,79.67,2022,completed
22707,87,495.65,2022,completed
22708,278,447.37,2024,completed
22709,237,750.21,2024,completed
22710,65,740.82,2023,cancelled
22711,202,200.03,2022,completed
22712,295,328.60,2021,cancelled
22713,470,186.16,2021,pending
22714,298,704.54,2023,completed
22715,57,678.72,2020,pending
22716,241,774.63,2023,cancelled
22717,266,683.95,2020,completed
22718,296,817.27,2023,completed
22719,114,945.56,2022,completed
22720,191,28.74,2020,completed
22721,235,984.26,2023,cancelled
22722,345,18.44,2024,completed
22723,334,542.69,2022,completed
22724,91,354.60,2023,completed
22725,475,168.84,2020,completed
22726,498,42.01,2023,refunded
22727,69,83.49,2023,completed
22728,25,27.52,2022,pending
22729,28,593.61,2024,completed
22730,9,66.35,2024,completed
22731,96,645.83,2023,cancelled
22732,349,948.11,2024,completed
22733,109,273.93,2023,completed
22734,98,450.43,2021,cancelled
22735,372,707.71,2020,cancelled
22736,272,767.91,2022,cancelled
22737,228,174.49,2021,refunded
22738,393,369.61,2023,refunded
22739,7,213.22,2022,completed
22740,47,413.76,2020,completed
22741,58,563.07,2023,completed
22742,362,739.60,2021,cancelled
22743,344,725.99,2023,completed
22744,391,908.34,2022,completed
22745,494,265.79,2022,completed
22746,444,320.07,2021,refunded
22747,299,623.48,2020,pending
22748,281,227.47,2023,refunded
22749,199,429.98,2022,refunded
22750,326,760.89,2020,completed
22751,304,860.72,2021,completed
22752,451,546.57,2022,cancelled
22753,175,305.65,2020,refunded
22754,333,715.70,2024,completed
22755,310,92.34,2020,refunded
22756,195,792.42,2021,cancelled
22757,450,257.70,2023,completed
22758,260,431.22,2021,completed
22759,22,963.86,2020,refunded
22760,226,988.67,2024,completed
22761,286,195.65,2024,pending
22762,253,82.76,2022,completed
22763,95,272.85,2023,completed
22764,223,950.81,2021,cancelled
22765,222,687.31,2022,refunded
22766,92,554.65,2022,completed
22767,144,413.63,2020,pending
22768,135,71.79,2021,completed
22769,62,171.50,2021,completed
22770,498,738.14,2021,pending
22771,422,780.23,2024,cancelled
22772,203,506.10,2021,cancelled
22773,161,77.66,2022,cancelled
22774,448,24.61,2020,completed
22775,28,215.72,2020,cancelled
22776,27,716.67,2020,cancelled
22777,217,250.53,2024,completed
22778,457,996.98,2024,refunded
22779,201,853.43,2020,cancelled
22780,28,599.07,2024,completed
22781,281,55.62,2020,completed
22782,414,909.13,2021,completed
22783,23,698.37,2023,completed
22784,248,127.50,2021,completed
22785,426,181.49,2020,cancelled
22786,449,533.01,2023,completed
22787,68,895.35,2024,completed
22788,330,769.66,2021,completed
22789,175,742.91,2021,completed
22790,293,812.97,2022,completed
22791,163,840.92,2020,completed
22792,9,403.09,2023,completed
22793,132,165.17,2020,pending
22794,125,898.72,2024,refunded
22795,451,83.14,2020,cancelled
22796,156,65.07,2021,completed
22797,166,193.32,2022,cancelled
22798,300,559.36,2023,completed
22799,291,252.21,2020,completed
22800,196,940.07,2022,completed
22801,215,634.45,2022,completed
22802,112,516.79,2024,completed
22803,104,39.72,2022,completed
22804,443,934.87,2022,pending
22805,168,121.31,2021,pending
22806,96,229.32,2024,refunded
22807,422,391.43,2023,completed
22808,473,219.20,2023,completed
22809,197,760.64,2020,completed
22810,325,438.09,2021,pending
22811,245,513.01,2022,completed
22812,382,323.76,2021,cancelled
22813,429,928.43,2021,refunded
22814,496,282.06,2024,completed
22815,375,609.58,2024,cancelled
22816,39,495.38,2024,refunded
22817,48,239.03,2022,cancelled
22818,370,160.55,2024,refunded
22819,230,147.16,2024,cancelled
22820,48,762.82,2020,refunded
22821,51,582.54,2023,refunded
22822,274,827.55,2024,pending
22823,444,466.96,2024,cancelled
22824,88,977.12,2021,completed
22825,75,794.55,2022,pending
22826,62,213.70,2021,completed
22827,227,173.97,2020,cancelled
22828,459,354.69,2023,completed
22829,124,92.08,2023,completed
22830,378,438.01,2024,completed
22831,311,557.57,2020,pending
22832,90,827.68,2022,completed
22833,208,276.02,2020,completed
22834,150,189.31,2022,pending
22835,155,249.32,2021,cancelled
22836,99,515.16,2021,completed
22837,236,916.99,2023,refunded
22838,77,224.12,2021,pending
22839,71,12.00,2023,pending
22840,21,816.40,2024,completed
22841,466,570.48,2023,completed
22842,216,92.75,2022,refunded
22843,152,453.75,2020,completed
22844,219,935.10,2024,pending
22845,338,911.20,2023,completed
22846,462,618.41,2022,refunded
22847,277,729.58,2023,completed
22848,134,187.16,2021,refunded
22849,357,94.91,2020,pending
22850,181,137.94,2024,completed
22851,287,675.22,2020,completed
22852,311,225.02,2023,completed
22853,75,815.45,2022,completed
22854,17,261.01,2022,completed
22855,363,875.78,2021,refunded
22856,234,744.38,2020,cancelled
22857,219,808.09,2023,pending
22858,178,693.28,2023,cancelled
22859,453,768.75,2022,cancelled
22860,349,785.15,2023,completed
22861,137,378.36,2023,cancelled
22862,271,126.44,2020,pending
22863,350,44.43,2021,pending
22864,394,168.78,2020,refunded
22865,310,985.01,2023,completed
22866,313,793.72,2022,completed
22867,329,694.19,2022,cancelled
22868,50,483.19,2023,pending
22869,199,750.06,2024,completed
22870,98,107.78,2023,refunded
22871,300,26.34,2020,pending
22872,240,793.82,2021,cancelled
22873,63,304.83,2023,completed
22874,38,842.61,2023,pending
22875,5,971.33,2021,pending
22876,62,266.59,2023,refunded
22877,466,47.83,2021,cancelled
22878,54,357.07,2023,refunded
22879,338,139.03,2022,completed
22880,371,194.21,2020,completed
22881,487,703.22,2020,completed
22882,438,468.35,2021,completed
22883,245,189.90,2021,cancelled
22884,348,495.34,2020,pending
22885,380,697.64,2022,completed
22886,419,95.17,2020,pending
22887,418,707.84,2022,cancelled
22888,380,29.09,2024,completed
22889,464,511.09,2022,refunded
22890,230,748.13,2021,completed
22891,385,571.69,2024,completed
22892,460,706.55,2020,refunded
22893,477,47.78,2022,pending
22894,323,687.02,2020,completed
22895,110,775.76,2022,completed
22896,102,343.63,2022,cancelled
22897,48,845.61,2022,cancelled
22898,38,654.98,2021,completed
22899,275,351.34,2023,completed
22900,494,572.04,2024,completed
22901,416,918.08,2024,completed
22902,446,579.78,2022,cancelled
22903,458,832.69,2023,pending
22904,201,598.87,2022,completed
22905,471,356.71,2022,pending
22906,280,227.69,2023,completed
22907,287,143.42,2023,pending
22908,378,357.62,2020,refunded
22909,164,302.15,2020,pending
22910,300,944.57,2024,completed
22911,444,335.33,2023,cancelled
22912,326,500.51,2021,completed
22913,331,931.43,2020,completed
22914,466,356.41,2022,completed
22915,289,31.16,2024,cancelled
22916,290,44.00,2023,cancelled
22917,105,402.49,2020,completed
22918,329,140.68,2023,completed
22919,104,377.40,2021,completed
22920,249,346.79,2024,completed
22921,491,881.18,2021,cancelled
22922,260,496.31,2022,completed
22923,179,298.85,2022,refunded
22924,437,290.91,2021,refunded
22925,187,44.56,2024,completed
22926,397,967.55,2023,cancelled
22927,102,485.26,2021,completed
22928,123,961.22,2020,completed
22929,463,361.58,2023,cancelled
22930,32,650.57,2024,pending
22931,434,465.97,2020,refunded
22932,158,797.59,2021,cancelled
22933,392,153.20,2021,cancelled
22934,130,651.92,2021,refunded
22935,279,701.15,2022,completed
22936,433,956.44,2020,cancelled
22937,103,691.69,2022,completed
22938,382,573.53,2020,refunded
22939,475,705.06,2021,completed
22940,60,466.04,2021,refunded
22941,6,363.51,2021,refunded
22942,223,594.25,2021,completed
22943,406,49.32,2021,refunded
22944,448,315.90,2020,cancelled
22945,236,195.63,2023,cancelled
22946,25,691.79,2024,pending
22947,255,140.56,2024,completed
22948,450,840.43,2021,refunded
22949,218,598.71,2021,cancelled
22950,203,808.16,2024,cancelled
22951,228,69.07,2020,completed
22952,382,792.71,2024,completed
22953,186,703.49,2023,completed
22954,99,91.92,2024,completed
22955,161,363.37,2023,refunded
22956,463,113.75,2023,completed
22957,336,746.87,2023,completed
22958,453,718.24,2021,refunded
22959,403,821.30,2023,cancelled
22960,385,223.49,2024,completed
22961,46,835.24,2022,pending
22962,103,518.50,2021,completed
22963,373,743.95,2022,completed
22964,262,607.00,2024,pending
22965,346,229.69,2022,completed
22966,129,720.10,2023,cancelled
22967,395,497.37,2022,refunded
22968,488,160.12,2021,completed
22969,113,653.50,2021,completed
22970,105,929.93,2021,pending
22971,370,140.93,2024,cancelled
22972,37,589.10,2022,completed
22973,334,249.33,2020,refunded
22974,411,303.70,2020,completed
22975,330,220.25,2020,cancelled
22976,268,610.41,2020,refunded
22977,415,639.19,2023,refunded
22978,324,476.97,2024,cancelled
22979,240,205.31,2024,completed
22980,362,659.92,2024,cancelled
22981,337,611.42,2023,pending
22982,255,261.06,2023,completed
22983,296,926.82,2022,completed
22984,353,545.57,2024,completed
22985,100,148.04,2023,refunded
22986,61,707.92,2020,pending
22987,16,758.78,2020,pending
22988,16,225.73,2022,cancelled
22989,46,452.45,2020,completed
22990,213,226.69,2021,completed
22991,427,186.68,2024,pending
22992,132,408.64,2022,completed
22993,315,558.50,2021,cancelled
22994,407,858.42,2022,pending
22995,325,629.33,2024,completed
22996,258,645.36,2023,completed
22997,495,279.81,2023,pending
22998,132,533.07,2021,refunded
22999,424,148.04,2021,refunded
23000,407,79.57,2021,completed
23001,312,16.93,2020,cancelled
23002,169,637.65,2024,completed
23003,374,462.14,2020,pending
23004,368,944.69,2020,completed
23005,128,744.43,2023,pending
23006,265,97.35,2024,refunded
23007,194,606.31,2023,pending
23008,206,641.59,2020,pending
23009,145,465.53,2021,completed
23010,22,474.49,2020,completed
23011,385,137.34,2023,completed
23012,262,802.11,2024,pending
23013,420,197.69,2020,pending
23014,306,95.09,2021,cancelled
23015,431,900.17,2023,completed
23016,483,185.76,2022,completed
23017,109,734.98,2023,completed
23018,56,507.30,2023,refunded
23019,143,501.81,2021,refunded
23020,94,182.25,2022,pending
23021,404,72.33,2022,refunded
23022,141,967.24,2021,completed
23023,264,198.57,2024,refunded
23024,120,417.61,2024,completed
23025,210,788.39,2023,completed
23026,219,167.19,2023,cancelled
23027,208,600.40,2020,completed
23028,247,239.78,2022,completed
23029,53,539.83,2022,completed
23030,455,941.36,2020,completed
23031,379,434.53,2022,completed
23032,256,289.81,2020,cancelled
23033,440,473.96,2021,completed
23034,465,127.15,2022,cancelled
23035,403,977.19,2022,completed
23036,493,507.64,2023,refunded
23037,216,374.56,2023,pending
23038,186,836.03,2020,refunded
23039,329,514.63,2024,completed
23040,222,727.00,2022,pending
23041,106,138.88,2020,refunded
23042,196,975.89,2024,completed
23043,444,168.80,2020,completed
23044,461,911.69,2020,completed
23045,236,824.56,2020,completed
23046,323,792.45,2020,pending
23047,475,757.07,2021,completed
23048,9,556.25,2022,pending
23049,31,136.80,2024,completed
23050,429,810.39,2021,completed
23051,191,895.80,2020,refunded
23052,85,516.61,2024,refunded
23053,251,236.58,2022,cancelled
23054,345,145.90,2020,pending
23055,34,985.10,2022,refunded
23056,143,592.52,2021,pending
23057,173,277.96,2021,completed
23058,348,630.14,2021,completed
23059,203,884.92,2024,completed
23060,347,552.42,2022,pending
23061,281,561.34,2022,pending
23062,174,160.91,2024,completed
23063,301,250.96,2022,completed
23064,348,418.89,2021,pending
23065,294,897.52,2020,refunded
23066,378,170.32,2021,completed
23067,489,178.98,2021,cancelled
23068,197,388.65,2022,completed
23069,461,270.01,2024,completed
23070,11,462.08,2024,completed
23071,424,578.60,2020,pending
23072,36,679.23,2023,completed
23073,378,379.12,2022,completed
23074,3,432.61,2024,completed
23075,332,21.14,2023,completed
23076,215,768.83,2022,refunded
23077,143,733.96,2020,pending
23078,411,912.17,2023,cancelled
23079,72,997.67,2021,completed
23080,6,561.24,2023,completed
23081,132,270.37,2023,cancelled
23082,125,628.70,2021,cancelled
23083,17,972.43,2020,completed
23084,256,461.01,2023,refunded
23085,70,972.15,2020,refunded
23086,189,227.97,2022,completed
23087,299,506.39,2022,refunded
23088,414,717.78,2024,pending
23089,220,670.90,2024,completed
23090,101,897.34,2023,pending
23091,25,909.82,2024,cancelled
23092,203,325.01,2023,refunded
23093,460,982.78,2024,cancelled
23094,319,474.99,2022,completed
23095,326,139.28,2022,completed
23096,138,939.17,2021,completed
23097,439,227.46,2023,cancelled
23098,357,671.47,2020,completed
23099,383,80.31,2021,completed
23100,462,719.29,2024,completed
23101,12,618.98,2021,pending
23102,360,589.81,2022,pending
23103,351,936.23,2021,refunded
23104,95,557.53,2022,cancelled
23105,477,763.12,2021,completed
23106,221,666.03,2022,completed
23107,83,252.31,2024,pending
23108,432,909.42,2023,completed
23109,20,902.24,2020,completed
23110,205,865.43,2021,completed
23111,337,606.51,2023,completed
23112,378,797.76,2024,pending
23113,144,544.75,2024,pending
23114,92,425.46,2021,refunded
23115,302,249.63,2020,completed
23116,128,884.91,2022,completed
23117,162,280.68,2024,completed
23118,124,98.76,2020,pending
23119,210,739.98,2022,completed
23120,98,812.98,2020,completed
23121,470,946.97,2023,completed
23122,240,132.93,2020,refunded
23123,282,610.12,2022,refunded
23124,169,228.66,2020,completed
23125,323,210.84,2022,pending
23126,131,890.78,2020,cancelled
23127,268,635.43,2020,refunded
23128,174,485.98,2020,completed
23129,6,54.79,2023,cancelled
23130,352,314.68,2021,completed
23131,118,601.05,2023,completed
23132,435,447.62,2024,completed
23133,78,365.33,2021,pending
23134,165,629.99,2024,completed
23135,119,717.33,2022,refunded
23136,244,794.93,2024,completed
23137,192,126.88,2022,completed
23138,291,124.32,2024,pending
23139,206,73.51,2020,completed
23140,144,202.28,2023,refunded
23141,325,323.69,2023,completed
23142,464,873.14,2023,refunded
23143,251,968.49,2022,completed
23144,328,534.01,2020,completed
23145,313,190.79,2023,completed
23146,1,255.80,2020,pending
23147,194,626.16,2022,refunded
23148,244,905.67,2020,pending
23149,79,82.21,2020,completed
23150,339,898.14,2022,refunded
23151,31,931.51,2024,completed
23152,100,940.48,2024,cancelled
23153,118,641.01,2022,cancelled
23154,319,409.94,2023,refunded
23155,107,788.45,2021,pending
23156,413,914.49,2024,completed
23157,317,427.67,2021,pending
23158,500,85.39,2022,completed
23159,23,959.91,2021,pending
23160,422,117.23,2024,completed
23161,278,163.54,2022,cancelled
23162,217,352.81,2023,completed
23163,424,283.68,2020,completed
23164,95,729.58,2023,cancelled
23165,427,628.16,2024,refunded
23166,426,51.04,2021,completed
23167,389,829.73,2020,pending
23168,128,313.49,2023,completed
23169,228,564.03,2023,completed
23170,77,98.53,2020,refunded
23171,265,846.70,2022,refunded
23172,342,954.07,2023,refunded
23173,341,902.10,2021,refunded
23174,275,821.81,2021,completed
23175,233,295.09,2021,cancelled
23176,276,220.55,2023,cancelled
23177,344,838.90,2020,completed
23178,465,949.61,2021,pending
23179,306,122.79,2022,cancelled
23180,2,195.24,2022,refunded
23181,284,868.01,2020,refunded
23182,235,870.02,2021,completed
23183,203,52.73,2023,completed
23184,472,496.45,2022,pending
23185,16,91.21,2024,completed
23186,314,13.94,2023,refunded
23187,56,416.83,2022,cancelled
23188,365,455.76,2024,refunded
23189,259,36.91,2021,cancelled
23190,85,343.61,2024,pending
23191,429,411.20,2024,completed
23192,429,71.96,2024,completed
23193,366,883.17,2020,completed
23194,200,951.72,2024,pending
23195,94,361.83,2023,refunded
23196,341,92.21,2024,completed
23197,349,954.57,2021,completed
23198,321,66.88,2024,completed
23199,269,631.34,2022,completed
23200,358,754.67,2022,completed
23201,188,741.21,2020,completed
23202,246,176.12,2021,completed
23203,248,671.96,2021,cancelled
23204,490,106.11,2024,refunded
23205,250,48.83,2023,completed
23206,242,811.65,2020,completed
23207,435,867.45,2022,cancelled
23208,61,514.15,2024,completed
23209,347,374.78,2023,completed
23210,206,932.98,2023,completed
23211,113,977.30,2024,completed
23212,303,771.15,2024,completed
23213,304,698.59,2023,pending
23214,96,593.52,2022,completed
23215,309,302.67,2024,refunded
23216,343,416.68,2020,refunded
23217,2,770.32,2021,completed
23218,344,145.18,2023,completed
23219,290,119.85,2024,cancelled
23220,343,891.04,2024,completed
23221,489,305.95,2021,completed
23222,384,441.28,2022,completed
23223,359,828.97,2024,pending
23224,251,990.18,2021,completed
23225,388,672.40,2021,pending
23226,284,753.63,2020,refunded
23227,483,124.28,2022,completed
23228,86,467.62,2020,refunded
23229,159,208.91,2024,completed
23230,404,144.43,2024,pending
23231,227,380.74,2020,completed
23232,79,568.79,2022,completed
23233,110,360.93,2023,cancelled
23234,154,650.08,2021,completed
23235,439,947.58,2023,completed
23236,348,806.18,2022,pending
23237,459,551.86,2021,pending
23238,465,728.66,2022,refunded
23239,138,497.56,2022,completed
23240,320,846.84,2020,completed
23241,390,303.77,2021,pending
23242,283,878.61,2024,completed
23243,276,351.74,2024,refunded
23244,6,214.53,2021,cancelled
23245,84,211.47,2022,completed
23246,160,586.71,2024,completed
23247,431,133.63,2020,completed
23248,440,676.14,2021,completed
23249,328,572.24,2022,refunded
23250,275,513.23,2023,cancelled
23251,235,103.34,2020,completed
23252,372,416.33,2022,completed
23253,83,653.05,2020,cancelled
23254,208,180.03,2022,refunded
23255,284,590.10,2023,completed
23256,7,358.50,2024,pending
23257,44,535.49,2020,pending
23258,473,268.70,2023,refunded
23259,290,177.48,2021,completed
23260,51,59.04,2022,completed
23261,438,974.28,2020,completed
23262,354,88.20,2022,pending
23263,279,976.26,2023,completed
23264,371,38.51,2023,completed
23265,308,959.15,2024,pending
23266,13,747.07,2020,refunded
23267,498,444.69,2020,pending
23268,433,108.70,2021,completed
23269,183,493.41,2022,refunded
23270,230,25.93,2020,cancelled
23271,498,137.21,2023,pending
23272,223,30.50,2023,cancelled
23273,96,920.43,2021,cancelled
23274,86,440.54,2024,completed
23275,438,372.27,2023,refunded
23276,291,672.18,2020,completed
23277,232,571.01,2022,cancelled
23278,482,388.39,2023,completed
23279,326,563.32,2023,completed
23280,98,863.97,2024,refunded
23281,347,522.50,2024,pending
23282,480,163.99,2022,pending
23283,470,207.55,2022,pending
23284,56,752.56,2020,cancelled
23285,240,561.96,2020,pending
23286,77,22.64,2023,completed
23287,484,306.12,2023,pending
23288,314,96.69,2022,completed
23289,298,810.10,2023,pending
23290,235,219.02,2023,refunded
23291,403,420.59,2020,cancelled
23292,50,477.75,2021,completed
23293,209,429.33,2021,pending
23294,100,946.56,2020,pending
23295,477,892.20,2020,pending
23296,389,285.29,2022,completed
23297,209,678.33,2021,cancelled
23298,365,970.11,2020,completed
23299,43,331.95,2022,completed
23300,152,582.78,2023,refunded
23301,36,543.29,2024,refunded
23302,20,845.84,2024,completed
23303,283,628.14,2023,completed
23304,384,221.08,2022,completed
23305,234,930.50,2023,pending
23306,300,696.56,2024,completed
23307,172,129.84,2020,completed
23308,47,518.21,2022,completed
23309,471,485.74,2024,completed
23310,80,517.74,2023,cancelled
23311,175,963.34,2022,refunded
23312,393,860.63,2023,completed
23313,27,150.60,2020,completed
23314,424,899.70,2023,completed
23315,256,143.18,2021,completed
23316,300,87.52,2021,completed
23317,127,552.64,2022,cancelled
23318,396,331.48,2020,pending
23319,429,345.14,2022,pending
23320,420,130.31,2022,completed
23321,92,514.49,2023,cancelled
23322,111,285.54,2023,pending
23323,434,450.85,2022,completed
23324,499,510.54,2020,pending
23325,395,546.56,2021,completed
23326,283,724.85,2022,completed
23327,318,970.93,2022,completed
23328,409,567.16,2024,completed
23329,168,682.80,2024,cancelled
23330,326,488.58,2024,completed
23331,161,276.16,2023,cancelled
23332,495,826.37,2022,pending
23333,234,943.62,2024,completed
23334,53,628.02,2024,completed
23335,282,80.22,2021,cancelled
23336,40,560.14,2023,completed
23337,182,321.77,2023,completed
23338,95,665.38,2020,cancelled
23339,113,64.80,2021,completed
23340,123,272.31,2023,refunded
23341,48,326.16,2024,cancelled
23342,237,320.79,2022,completed
23343,438,978.79,2022,completed
23344,396,522.33,2020,refunded
23345,378,400.73,2023,pending
23346,314,346.50,2021,refunded
23347,346,703.32,2021,pending
23348,106,175.08,2022,completed
23349,51,926.11,2020,completed
23350,258,98.72,2022,completed
23351,353,741.24,2023,refunded
23352,190,57.17,2024,refunded
23353,42,641.44,2021,cancelled
23354,450,421.00,2022,completed
23355,90,743.20,2022,completed
23356,152,809.60,2021,completed
23357,127,277.35,2022,cancelled
23358,245,749.51,2020,refunded
23359,424,612.11,2024,refunded
23360,151,100.62,2021,pending
23361,156,875.27,2022,refunded
23362,327,505.82,2024,cancelled
23363,229,86.02,2023,cancelled
23364,124,737.53,2021,pending
23365,419,609.83,2020,cancelled
23366,170,526.49,2022,completed
23367,47,181.16,2024,completed
23368,350,78.27,2021,cancelled
23369,489,830.23,2023,refunded
23370,50,782.97,2024,completed
23371,133,976.25,2020,completed
23372,133,618.47,2023,pending
23373,80,544.59,2021,completed
23374,170,865.05,2020,completed
23375,377,947.71,2023,completed
23376,459,907.30,2024,completed
23377,254,740.96,2024,cancelled
23378,330,200.53,2021,pending
23379,61,850.26,2022,cancelled
23380,104,295.42,2022,completed
23381,18,247.82,2023,completed
23382,368,455.78,2022,completed
23383,80,110.17,2021,refunded
23384,30,41.26,2020,completed
23385,493,710.50,2020,refunded
23386,135,503.13,2024,refunded
23387,39,343.25,2023,refunded
23388,221,962.24,2023,pending
23389,141,319.23,2023,completed
23390,167,281.78,2023,completed
23391,325,215.00,2024,cancelled
23392,87,783.37,2021,cancelled
23393,295,770.18,2021,completed
23394,112,846.95,2021,pending
23395,202,942.55,2022,completed
23396,263,50.90,2023,pending
23397,304,839.70,2021,cancelled
23398,261,619.36,2024,refunded
23399,168,39.88,2022,cancelled
23400,293,434.18,2023,completed
23401,473,925.63,2022,pending
23402,97,620.98,2023,completed
23403,138,506.28,2020,completed
23404,388,501.72,2024,completed
23405,15,358.90,2020,refunded
23406,337,812.46,2024,completed
23407,388,67.27,2024,completed
23408,222,202.26,2023,completed
23409,137,512.84,2022,completed
23410,480,608.39,2023,completed
23411,47,915.31,2021,cancelled
23412,83,58.38,2022,completed
23413,143,838.43,2024,completed
23414,157,951.76,2022,completed
23415,352,592.19,2023,completed
23416,225,420.74,2020,completed
23417,232,826.65,2021,refunded
23418,397,756.79,2024,completed
23419,347,725.20,2024,completed
